CITY NAME,2010,2011,2012,2013,2014,2015, long, lat
"Schenectady city, New York",66149,65973,65967,65725,65670,65305,-119.3473379, 36.2077288
"Scottsdale city, Arizona",217621,219921,223463,226443,230660,236839,-80.206436, 26.2445263
"Scranton city, Pennsylvania",76078,75981,76084,75783,75272,77118,-87.88339909999999, 42.0333623
"Seattle city, Washington",610383,622354,635521,653713,669112,684451,-81.269453, 28.8028612
"Shawnee city, Kansas",62333,63029,63628,64320,64566,65046,-87.7932939, 41.5731442
"Shoreline city, Washington",53166,53770,54478,54881,55243,55439,-74.4518188, 40.4862157
"Shreveport city, Louisiana",200947,201925,202131,200372,198318,197204,-97.3967019, 35.4495065
"Simi Valley city, California",124493,125177,125569,126279,126790,126788,-87.85394250000002, 41.6303103
"Sioux City city, Iowa",82834,83052,82748,82652,82686,82821,-116.9739167, 32.8383828
"Sioux Falls city, South Dakota",154594,156842,160288,164569,168430,171544,-71.066163, 42.4250964
"Skokie village, Illinois",64832,64980,65121,65222,65137,64821,-123.0220289, 44.0462362
"Smyrna city, Georgia",51382,51954,52692,53483,54959,56146,-88.0070315, 43.0166806
"Somerville city, Massachusetts",75779,76679,77727,78929,79356,80318,-122.0321823, 37.3229978
"South Bend city, Indiana",100994,100991,100797,100933,101205,101516,-97.62000429999999, 30.4393696
"South Gate city, California",94478,94805,94931,95195,95385,96401,-122.6366524, 38.232417
"South Jordan city, Utah",51322,53415,56007,59435,62851,66648,-87.7936685, 41.85058739999999
"South San Francisco city, California",63769,64592,65755,66412,66961,67271,-83.4754913, 42.48059
"Southaven city, Mississippi",49128,49718,50407,51026,51815,52589,-97.0328547, 47.9252568
"Southfield city, Michigan",71765,72125,72558,73077,73367,73156,-71.0897674, 41.900101
"Sparks city, Nevada",90429,91034,92036,93204,94724,96094,-76.77913649999999, 39.0067768
"Spokane city, Washington",209540,209025,209557,210313,211378,213272,-89.8739753, 35.2045328
"Spokane Valley city, Washington",90062,90729,90800,91638,93162,94919,-84.51437609999999, 33.8839926
"Springdale city, Arkansas",71094,72330,73603,75221,76437,77859,-86.6199957, 36.3047735
"Springfield city, Illinois",116578,117160,117323,117040,116899,116565,-83.27326269999999, 42.3369816
"Springfield city, Massachusetts",153580,153722,153784,153838,154204,154341,-119.0167679, 36.06523
"Springfield city, Missouri",159524,160361,162224,164115,165312,166810,-86.10665259999999, 39.6136578
"Springfield city, Ohio",60574,60316,60179,60023,59926,59680,-104.8560902, 39.3722121
"Springfield city, Oregon",59422,59772,59951,60192,60423,60870,-73.6187397, 40.7062128
"St. Charles city, Missouri",66031,66194,66583,67738,68170,68796,-117.9536697, 33.7091847
"St. Clair Shores city, Michigan",59727,59686,59852,60048,59964,59903,-117.8103367, 34.0286226
"St. Cloud city, Minnesota",65965,65931,65983,66102,66444,67109,-72.6078672, 42.1487043
"St. George city, Utah",72869,73961,75303,76705,78467,80202,-119.6456844, 36.3274502
"St. Joseph city, Missouri",76695,77128,77290,77225,77003,76596,-118.072846, 34.0805651
"St. Louis city, Missouri",319289,319104,319083,318157,317222,315685,-117.2086513, 34.1283442
"St. Paul city, Minnesota",285499,289015,291448,295648,298177,300851,-95.9145568, 41.1543623
"St. Peters city, Missouri",52843,53425,54134,54914,56152,56971,-82.5748194, 27.4989278
"St. Petersburg city, Florida",245299,245975,247289,249564,253714,257083,-82.53065269999999, 27.3364347
"Stamford city, Connecticut",122842,124149,125106,126620,128261,128874,-119.2844621, 46.2856907
"Sterling Heights city, Michigan",129726,129899,130482,131329,131971,132052,-117.0430865, 34.033625
"Stockton city, California",292566,295366,297381,298130,302074,305658,-119.7674034, 39.1637984
"Suffolk city, Virginia",84876,84793,85238,85786,86944,88161,-78.8689155, 38.4495688
"Sugar Land city, Texas",79113,80531,81882,83871,86911,88156,-112.4455344, 42.8713032
"Sunnyvale city, California",140522,143974,146709,148422,150098,151754,-84.1688274, 39.68950359999999
"Sunrise city, Florida",84654,86444,88929,90267,91274,92700,-122.3415178, 47.7556531
"Surprise city, Arizona",117712,119226,121401,123766,126289,128422,-97.08195409999999, 32.8370727
"Syracuse city, New York",145235,144555,144435,145141,144469,144142,-88.9906312, 40.5142026
"Tacoma city, Washington",198399,199805,202017,202910,204671,207948,-86.9833417, 34.6059253
"Tallahassee city, Florida",181856,183449,187054,186532,188132,189907,-121.7568946, 36.910231
"Tamarac city, Florida",60667,61781,62655,63272,63809,64681,-82.10764859999999, 41.3683798
"Tampa city, Florida",336805,346850,348975,353199,360021,369075,-119.2470536, 35.7688425
"Taunton city, Massachusetts",55891,55900,56001,56074,56586,56789,-121.5682751, 37.0057816
"Taylor city, Michigan",62978,62552,62332,61786,61853,61568,-71.0119948, 42.4084302
"Taylorsville city, Utah",58763,59817,60279,60661,60506,60514,-121.530234, 38.5804609
"Temecula city, California",100880,102944,104733,106644,109390,112011,-88.12271989999999, 42.0629915
"Tempe city, Arizona",162357,163808,167367,169048,172951,175826,-80.84285040000002, 35.410694
"Temple city, Texas",66872,67465,69113,70034,70753,72277,-94.2816148, 39.0169509
"Terre Haute city, Indiana",60801,60987,61224,61013,60972,60825,-79.43779909999999, 36.0956918
"Thornton city, Colorado",119412,121943,124460,127879,130586,133451,-81.7786972, 26.339806
"Thousand Oaks city, California",126798,127517,127990,128673,129226,129339,-84.3365917, 33.8651033
"Tigard city, Oregon",48210,49039,49776,50443,50788,51253,-94.51328099999999, 37.08422710000001
"Tinley Park village, Illinois",56795,56974,57150,57280,57295,57143,-73.087749, 41.6032207
"Toledo city, Ohio",287014,285450,283291,282277,280592,279789,-82.6995443, 27.8428025
"Topeka city, Kansas",127760,128090,127969,127622,127309,127265,-114.3224548, 34.483901
"Torrance city, California",145498,146371,147082,147755,148152,148475,-80.13865469999999, 26.8233946
"Tracy city, California",83335,84108,84629,84857,85806,87075,-74.4073736, 40.6337136
"Trenton city, New Jersey",85006,84761,84734,84831,84628,84225,-85.64474919999999, 42.8694731
"Troy city, Michigan",81006,81510,82057,82731,83104,83280,-82.5618186, 36.548434
"Troy city, New York",50055,50013,49848,49918,50005,49906,-90.322614, 38.789217
"Tucson city, Arizona",521648,524974,526510,528119,530454,531641,-96.8570738, 32.5896998
"Tulare city, California",59465,59918,60844,61176,61759,62315,-122.0355736, 47.61626829999999
"Tulsa city, Oklahoma",392483,392861,394736,398744,400217,403505,-122.3467918, 47.4703767
"Turlock city, California",68709,69180,69776,70446,71220,72292,-74.0323626, 40.7439905
"Tuscaloosa city, Alabama",90740,91724,93112,94667,96531,98332,-116.3744556, 33.7222445
"Tustin city, California",75506,76365,77828,78474,80590,80583,-93.4687489, 44.9211836
"Tyler city, Texas",97237,98266,99424,100390,102339,103700,-91.23958069999999, 43.8013556
"Union City city, California",69659,70691,71784,72743,73705,74494,-97.0780654, 32.9342919
"Union City city, New Jersey",66501,67704,68287,68882,69233,69156,-77.7905339, 35.9382103
"Upland city, California",73927,74605,75166,75526,75964,76443,-85.17971419999999, 42.3211522
"Urban Honolulu CDP, Hawaii",338680,342169,345639,348784,350495,352769,-98.3420118, 40.9263957
"Utica city, New York",62219,62030,61886,61720,61385,61100,-77.56360149999999, 39.1156615
"Vacaville city, California",92581,93313,93801,94258,95779,96803,-81.7981908, 41.4819932
"Valdosta city, Georgia",55004,56112,57681,56357,56665,55724,-93.3499489, 44.8896866
"Vallejo city, California",116187,116855,117823,118893,120135,121253,-80.2683838, 25.72149
"Vancouver city, Washington",162959,164469,165760,167573,169717,172860,-105.2705456, 40.0149856
"Victoria city, Texas",62660,63095,64453,65161,66226,67574,-116.6873596, 43.66293839999999
"Victorville city, California",116344,118109,120202,121241,121775,122225,-117.0358646, 32.9628232
"Vineland city, New Jersey",60796,60971,60997,61020,61097,60818,-79.0377388, 43.0962143
"Virginia Beach city, Virginia",439038,442976,445728,449120,450879,452745,-94.7976958, 29.3013479
"Visalia city, California",124826,125803,126754,127744,129042,130104,
"Vista city, California",94103,95180,96261,97266,98157,100890,
"Waco city, Texas",125420,126514,127698,129221,130054,132356,
"Walnut Creek city, California",64354,64916,65650,66984,67690,68910,
"Waltham city, Massachusetts",60854,61322,62010,62412,63149,63378,
"Warner Robins city, Georgia",69023,70714,71774,72584,73303,73490,
"Warren city, Michigan",134057,133984,134354,135073,135452,135358,
"Warwick city, Rhode Island",82603,82080,81826,81796,81875,81699,
"Washington city, District of Columbia",605126,620472,635342,649540,659836,672228,
"Waterbury city, Connecticut",110369,110087,109918,109661,109270,108802,
"Waterloo city, Iowa",68408,68399,68369,68495,68459,68460,
"Watsonville city, California",51281,51593,51915,52480,53041,53628,
"Waukegan city, Illinois",89169,88945,88758,88901,88863,88475,
"Waukesha city, Wisconsin",70719,70721,71232,71290,71535,71970,
"Wellington village, Florida",56870,57597,58759,60290,61515,62560,
"West Allis city, Wisconsin",60434,60520,60722,60779,60709,60620,
"West Covina city, California",106185,106971,107497,107952,108231,108484,
"West Des Moines city, Iowa",57044,58400,59369,61282,63447,64113,
"West Haven city, Connecticut",55568,55515,55241,55104,55176,54927,
"West Jordan city, Utah",104064,106510,108305,110107,110862,111946,
"West New York town, New Jersey",49894,50725,51207,51764,52258,53366,
"West Palm Beach city, Florida",100545,101337,102516,103130,104082,106779,
"West Sacramento city, California",48859,49196,49670,50162,51886,52721,
"West Valley City city, Utah",129654,131118,132515,133883,134559,136208,
"Westland city, Michigan",83904,83362,83106,82383,82291,82000,
"Westminster city, California",89812,90871,91515,92028,92044,92114,
"Westminster city, Colorado",106458,107783,109256,110805,112026,113130,
"Weston city, Florida",65521,66771,67757,68478,69118,69959,
"Weymouth Town city, Massachusetts",53799,54185,55037,55510,55747,55957,
"Wheaton city, Illinois",53055,53336,53478,53697,53739,53715,
"White Plains city, New York",56944,57237,57367,57898,58062,58459,
"Whittier city, California",85358,85820,86285,86795,87088,87438,
"Wichita city, Kansas",382872,383818,385865,387419,388812,389965,
"Wichita Falls city, Texas",104845,104130,104834,105302,105677,104710,
"Wilmington city, Delaware",70787,70981,71331,71529,71893,71948,
"Wilmington city, North Carolina",106800,108243,109915,112126,113933,115933,
"Winston-Salem city, North Carolina",230093,231902,234205,236449,239538,241218,
"Woodbury city, Minnesota",62265,63542,64518,65666,66822,67855,
"Woodland city, California",55552,55797,56334,56815,57480,58567,
"Worcester city, Massachusetts",181849,182372,182426,183121,184211,184815,
"Wyoming city, Michigan",72144,72709,73456,74232,74920,75275,
"Yakima city, Washington",91680,92851,93087,93257,93361,93701,
"Yonkers city, New York",196392,197760,198389,199562,200436,201116,
"Yorba Linda city, California",64446,65760,66529,67136,67764,67973,
"Youngstown city, Ohio",66910,66574,66129,65505,65066,64628,
"Yuba City city, California",65675,65486,65477,65893,66318,66941,
"Yucaipa city, California",51519,52067,52459,52802,53043,53328,
"Yuma city, Arizona",91445,94265,93821,93086,93707,94139,
